respondent_id,row_id,is_sp,choice_situation_id,av_walk,av_bike,av_pvt,av_ipt,av_bus,av_drop,tt_walk,tt_bike,tt_pvt,tt_ipt,tt_bus,tt_drop,tc_bike,tc_pvt,tc_ipt,tc_bus,tc_drop,comfort_walk,comfort_bike,comfort_pvt,comfort_ipt,comfort_bus,comfort_drop,safety_street,weather,land_use,age_cohort,inc_level,choice
4,53,1,4,1,0,1,1,1,1,16.10627183690667,5.487958953715861,13.22877096151933,8.651528636692092,12.900525480974466,14.020933419466019,3.637668165611103,30.38258232176304,73.69423846947029,17.39814553409815,17.720254401210696,1,0,3,1,2,0,0,1,1,1,2,6
4,54,1,5,1,0,1,1,1,1,17.80296972952783,8.660349846817553,7.799726065713912,5.449097381206229,15.137691654264927,8.976085394620895,1.9616562698502094,30.316209942102432,75.16063312767074,18.271101284772158,41.57674938440323,3,1,3,1,2,0,1,3,1,1,2,3
4,55,1,6,1,0,1,1,1,1,19.774970840662718,9.813886801013723,17.89437431981787,14.368294809246436,12.907731845742092,6.798764841165394,4.004589243559167,63.66576261818409,63.8752772170119,24.88477010745555,45.332879789639264,2,0,1,1,2,1,0,2,1,1,2,6
4,56,1,7,1,0,1,1,1,1,10.982455513440073,5.198774246033281,9.90534184454009,19.0665526536759,12.496246981900185,11.959962556138635,1.0109228384681046,31.56833761371672,119.04729196801782,16.27035791054368,19.843654456781223,3,0,2,3,2,0,0,1,1,1,2,3
4,57,1,8,1,0,1,1,1,1,19.426185325719416,9.771997921401635,9.339916354510933,9.320154219167307,17.038616561796516,7.635044998954982,4.158951588906348,44.321833085268736,47.98951181350276,29.075172492302954,22.60143240331672,2,0,2,3,3,0,0,1,1,1,2,1
4,58,1,9,1,0,1,1,1,1,15.57530791964382,6.347808714257553,4.92131649563089,17.815548855578527,16.676992123713717,6.939972820691764,1.879217183450237,32.44192998856306,90.51648989552632,14.830045001581311,19.15416128351353,3,0,3,3,1,1,1,2,1,1,2,4
4,59,1,10,1,0,1,1,1,1,9.333242778666317,7.9319898469839245,14.080706410109997,10.958690078696236,9.598023674217984,12.88854967057705,0.012394051300361753,32.63139438815415,114.69250904396176,27.323782606981695,42.98939904430881,3,1,1,1,2,1,0,2,1,1,2,3
4,60,1,11,1,0,1,1,1,1,5.5219544330611825,4.75654288684018,16.337283907458186,6.647023902041838,24.465365774929523,9.39278030069545,4.292957036523148,73.24308527633548,93.80006483988836,24.36183617915958,32.03469504020177,1,1,3,1,2,1,0,3,1,1,2,6
4,61,1,12,1,0,1,1,1,1,6.5794235514476895,10.32301527983509,9.350508241914213,17.032740619033575,11.36470182496123,17.249596782959998,1.7283623712137341,51.3230148376897,52.28568070800975,27.719497024081647,48.39892406249419,3,1,3,1,2,1,1,3,1,1,2,3
4,62,1,13,1,0,1,1,1,1,9.993694014847279,3.388055527349934,5.549503026064485,15.55630718008615,23.963361060013995,8.356366252526641,0.3924646507948637,39.30464548058808,108.73960905708373,18.804836990311742,43.04708552197553,3,0,3,3,1,0,0,2,1,1,2,1
4,63,1,14,1,0,1,1,1,1,7.875562063418329,10.79370374721475,5.1558548477478325,8.668560230871662,24.686233677202836,12.086137912236154,1.243631822289899,56.897237226367,43.49330528173596,12.928470885381103,39.607554089743644,3,0,1,3,1,1,0,2,1,1,2,4
4,64,1,15,1,0,1,1,1,1,22.454620925709605,7.991068616509438,14.327130901627243,14.346937430091202,13.287482898449525,9.49075078452006,1.0104372771456838,71.16682337597013,106.75131659023464,25.12196027673781,34.688088305993006,3,0,2,2,2,0,0,3,1,1,2,1
5,65,0,0,1,1,0,1,1,0,16.38097684830427,4.28908922127448,12.291908423649147,14.68289652466774,30.91650292277336,15.929968071868643,1.110227613709867,18.30364788416773,42.285206930246204,15.269130443921313,12.988658086396754,1,0,1,1,1,0,0,2,1,2,2,1
5,66,1,1,1,1,0,1,1,0,10.102113666944206,7.932389934081584,4.474621290806681,17.091642142040655,13.74179772217758,16.828002012334764,1.7855320894159377,78.52190078701824,82.28163748979568,19.77347070351243,32.177168094785884,3,0,2,3,2,0,1,3,1,2,2,4
5,67,1,2,1,1,0,1,1,0,19.955730973742902,10.5952323731035,11.486626657657325,9.53352892305702,15.760809095110744,9.380795482546091,1.2452342733740807,59.277604687958956,145.0856071896851,15.821659145876765,37.75661802967079,2,0,3,3,3,1,1,2,1,2,2,5
5,68,1,3,1,1,0,1,1,0,21.293478971347213,5.196533052949235,10.843306931201369,14.733237194595858,10.698179990053177,15.717690753284842,2.182982648955658,34.009731505066156,72.87415912374854,13.188426736742258,35.494848645757884,3,1,3,3,2,0,0,1,1,2,2,2
5,69,1,4,1,1,0,1,1,0,24.05682009179145,3.1694894309621304,12.573249612469226,11.953606457682326,14.030403548618779,16.353922403417528,0.37901429226621985,72.99747149925679,60.70440193405375,14.30133493617177,45.433630204061046,3,1,1,1,2,1,1,1,1,2,2,5
5,70,1,5,1,1,0,1,1,0,14.320073281414807,3.479334928561002,7.320770856924355,8.498596063582227,11.921111213043332,4.864167835563421,2.4855930462945253,34.647505320608616,123.40040928218514,20.946053550578654,48.18234137026593,3,0,1,1,2,1,1,1,1,2,2,5
5,71,1,6,1,1,0,1,1,0,11.249647252261639,9.955149590503424,8.708174830302596,17.83515036571771,17.86898438958451,9.820117119699717,4.662863926496357,47.761930488049984,50.92809629160911,19.30898726452142,49.44293501670472,1,1,1,3,1,0,1,2,1,2,2,5
5,72,1,7,1,1,0,1,1,0,22.233349084854126,8.909694038098678,11.228565029799938,7.231723751174286,18.417020349064842,4.587535465601832,2.4917949631344527,64.37049329746515,122.92897573439404,11.261874823831022,30.486867668805644,2,1,2,1,1,1,0,1,1,2,2,5
5,73,1,8,1,1,0,1,1,0,19.497116510756314,10.542208780534565,5.6637399909086525,19.384255949407816,20.71199793438427,15.352452702820301,0.9495886170770973,21.558126648887992,135.0160521455109,28.3835973078385,19.816979576135054,2,1,1,3,1,1,1,1,1,2,2,5
5,74,1,9,1,1,0,1,1,0,24.99047955032438,10.613422125577927,15.594902252778411,16.424665164668113,9.90581036079675,15.745678270235658,4.069252620683983,79.48473165277392,45.314597729593515,24.935758248902857,29.675973255652934,2,0,3,3,1,0,1,1,1,2,2,2
5,75,1,10,1,1,0,1,1,0,9.015191858634353,8.814334982307628,10.125710204709321,19.070423922967166,24.796056191669777,10.388473853934556,1.1530747159849852,61.7293561110273,101.2295579072088,21.694201789796352,30.17709364183247,2,0,2,1,1,1,1,2,1,2,2,1
5,76,1,11,1,1,0,1,1,0,12.60895939078182,6.801135848276317,6.679964887909591,15.579939226154238,8.229848079150543,14.236843480728567,2.1636204898823053,63.874405580572784,41.533570773899555,10.90626616962254,29.64450317551382,2,1,1,1,1,1,1,3,1,2,2,1
5,77,1,12,1,1,0,1,1,0,9.637854653410614,11.384428481804207,10.668826572131366,5.714975044829771,21.15002795215696,8.635642611887306,2.764382353052497,60.57983173523098,70.50678079714999,11.057113567367196,29.901550429640338,2,0,1,3,2,1,1,3,1,2,2,4
5,78,1,13,1,1,0,1,1,0,10.692298151552677,6.510852428153157,17.86235984414816,16.88008597237058,13.31088757631369,15.43964822543785,1.1045488610398024,50.06442921701819,58.36695259436965,12.39318388979882,46.41634887084365,3,0,3,3,1,1,1,1,1,2,2,1
5,79,1,14,1,1,0,1,1,0,13.677296619862318,5.3096414969768375,10.972213093657047,14.80032845865935,9.422167056240141,6.52661446435377,0.5223125079646707,68.7435790291056,109.02526858029887,22.611449719406664,28.681144757429138,2,1,1,1,2,0,1,3,1,2,2,1
5,80,1,15,1,1,0,1,1,0,8.566735270433128,9.672151117119938,8.11426691384986,14.587787160417065,10.121980753261596,7.573720972519368,4.102873436640948,68.22682357858866,45.041809380054474,27.510634437203407,19.480318148853257,2,1,2,1,2,0,0,2,1,2,2,5
6,81,0,0,1,0,1,1,1,1,20.291512901894748,9.15948406048119,17.762478203512728,15.307510249316692,14.672206559916958,14.135914677754045,1.7866834662854671,50.74445246485993,75.36835505627096,11.34542410611175,29.6314386324957,2,0,2,2,1,0,1,1,2,2,2,5
6,82,1,1,1,0,1,1,1,1,21.58143389504403,9.939416672335938,17.211651663295925,12.00436390354298,23.97754600760527,14.992561193648726,4.373039375059307,43.667759206146,50.966907686088234,15.53922840859741,40.27777178911492,2,1,3,2,3,0,1,1,2,2,2,1
6,83,1,2,1,0,1,1,1,1,5.7435634126886725,5.476291585480794,12.988979286979884,16.77617539302446,14.801066102460027,17.09423261601478,1.952584853861481,45.437558428384364,71.506387118715793,22.234968170523643,34.55844585201703,3,0,3,2,2,0,0,3,2,2,2,1
6,84,1,3,1,0,1,1,1,1,15.780387106351554,11.967347795376554,8.604831516277045,9.850041324971244,8.600499803666025,11.358565935399383,2.9840345750562847,64.5251995511353,144.81208425480872,19.792424757033587,17.91505709174089,3,0,1,1,1,0,1,3,2,2,2,6
6,85,1,4,1,0,1,1,1,1,6.701399413868785,7.150794650427997,17.102702292613685,17.679405017988756,20.175174187636003,5.733288876246661,2.9741373064462095,79.39116808585823,107.69493366358802,15.461553339846432,17.22973951138556,3,0,2,1,2,0,0,3,2,2,2,5
6,86,1,5,1,0,1,1,1,1,12.546842135488987,8.00976943038404,8.394196613691747,6.235143204685301,21.258938218699768,6.705286197829992,3.2779273379128426,46.10882319975644,61.686315920669585,29.8932084441185,30.636000324739143,3,0,1,2,3,0,0,1,2,2,2,1
6,87,1,6,1,0,1,1,1,1,24.377646995708346,8.013909078435972,4.075102263130248,7.03645879519172,8.099400726612657,15.436236870475113,3.910817939322442,75.86397714912891,80.55588705698028,29.489097483456135,43.83102886611596,1,0,1,2,1,1,1,1,2,2,2,3
6,88,1,7,1,0,1,1,1,1,5.363262603059411,4.489740459015593,10.941682984586805,11.398028420517221,24.864903050707653,16.44530173484236,1.7287768563255668,62.35064750071615,139.95971557684243,23.525857743807137,37.36850949469954,3,0,3,2,3,1,0,2,2,2,2,1
6,89,1,8,1,0,1,1,1,1,10.441606692038476,9.41660483716987,12.586951130535454,6.981829493306577,9.190123304491863,17.52771018166095,1.8413513898849487,60.6472450774163,133.0546903423965,14.833007706329226,16.230284686898813,2,0,2,3,2,0,0,2,2,2,2,5
6,90,1,9,1,0,1,1,1,1,21.917020110413432,4.9294238307047635,13.378225427586585,14.2663467687089,8.849996208911762,17.29158285818994,2.912760158069432,71.65726022329181,97.03139742836356,15.322549669072032,35.908218221738935,1,0,2,2,2,1,0,3,2,2,2,1
6,91,1,10,1,0,1,1,1,1,13.129248968325555,4.061564734205604,16.173547334503382,13.102894348558038,22.987160354852676,4.525557746645063,4.407169810729101,63.34098018705845,124.67913262546062,27.271874179132283,32.52597361220978,1,1,3,3,2,1,0,1,2,2,2,1
6,92,1,11,1,0,1,1,1,1,14.632925293408334,6.743953188881278,14.868674592580646,12.281405088724568,8.26008477061987,12.994318132288754,1.174149924190715,64.82155298348516,72.51681119669229,28.12436383217573,44.86634062835947,2,1,2,2,1,1,0,1,2,2,2,4
6,93,1,12,1,0,1,1,1,1,18.834228278137743,3.807827283628285,16.130429424811155,12.517090952023864,11.795356830349192,9.773869382683188,4.431531397858635,49.73560623358935,114.00291005382314,15.65008875913918,43.59704060247168,3,1,3,1,2,1,0,2,2,2,2,6
6,94,1,13,1,0,1,1,1,1,7.85270357504487,6.234895838890225,7.43707094527781,5.688589197816327,21.337314337026328,6.788404283113778,1.9592512212693691,39.41373467911035,106.23164955759421,20.825433591380715,49.678830644115806,3,0,1,2,2,0,1,2,2,2,2,3
6,95,1,14,1,0,1,1,1,1,10.479144253768027,4.416217822115868,16.205733031965792,13.43067284557037,17.361725890543312,12.293113998603076,3.6390643136110157,58.33551707677543,107.5895181321539,11.04833701159805,34.780521353241056,2,0,2,3,3,0,0,3,2,2,2,3
6,96,1,15,1,0,1,1,1,1,14.729001582600176,11.90338594908826,10.987469363491982,13.433908026199788,14.430369350360706,11.260920762550086,0.3714189608581364,52.30834065005183,145.7167100906372,20.556202791631222,30.300580816110596,3,1,3,3,2,0,1,1,2,2,2,3
7,97,0,0,1,0,0,1,1,0,7.7068631164729595,11.214659193065017,17.56921593216248,10.122367937117815,13.399882127996534,16.452326213475317,0.42399246664717793,27.058631965192035,77.86480751819909,12.111753011122346,21.203309949487448,2,0,1,2,2,0,1,2,3,2,2,1
7,98,1,1,1,0,0,1,1,0,12.60008496697992,6.236590519314632,8.237268685363233,5.66599570447579,23.891316997120157,11.962038418278098,1.1040137254167348,72.67767051700503,91.40176869696006,20.84699629340321,42.45393608696759,2,1,3,1,3,0,1,3,3,2,2,1
7,99,1,2,1,0,0,1,1,0,18.50586999207735,4.2422718945890665,9.81761181121692,11.768705477006733,18.59009168483317,7.516440163832158,2.3207673185970634,29.930553743615746,134.35870988294482,13.131037945859134,18.091607179958373,1,1,1,2,2,1,1,3,3,2,2,1
7,100,1,3,1,0,0,1,1,0,14.856546125374734,8.54708491684869,10.263920469675213,5.835150728235021,8.091737262206152,7.105678815860301,4.25481611979194,36.0407723672688,105.84603005787358,22.17199394479394,49.725545414257795,3,0,3,3,3,0,1,1,3,2,2,5
7,101,1,4,1,0,0,1,1,0,7.229535914957523,5.256628054892644,13.526672443374991,13.658814451191574,15.0779040355701,14.208537410013378,2.8709486650768667,54.65810894034803,104.89990401780233,14.45856680162251,18.62223045201972,1,0,1,1,1,1,1,2,3,2,2,5
7,102,1,5,1,0,0,1,1,0,23.380586220882833,11.160278246272355,15.417179605923593,7.996294139884412,8.843634950462729,10.705279358662665,2.9519668442662805,25.79721414949745,144.59792583948,13.25486277230084,47.2527191916015,3,0,1,1,1,1,0,2,3,2,2,1
