respondent_id,row_id,is_sp,choice_situation_id,av_walk,av_bike,av_pvt,av_ipt,av_bus,av_drop,tt_walk,tt_bike,tt_pvt,tt_ipt,tt_bus,tt_drop,tc_bike,tc_pvt,tc_ipt,tc_bus,tc_drop,comfort_bus,infra_bike,infra_bus,safety_street,weather,land_use,age_cohort,inc_level,choice
2,22,1,5,1,0,0,1,1,0,18.946951064281166,8.205206239130348,12.916778693441302,17.410506299929693,15.643639128655195,6.413776747416705,3.789046669844538,34.03199527878314,141.63661480415612,16.514715598896146,16.77865556324832,3,1,1,0,3,2,2,1,1
2,23,1,6,1,0,0,1,1,0,14.410785036161542,8.851590984966606,17.991053426638246,13.993817341979593,11.681019651470706,9.474052138626575,1.3814366480801255,24.695598734542727,102.6703435764648,24.648866928182542,29.771983639802784,1,1,0,1,3,2,2,1,4
2,24,1,7,1,0,0,1,1,0,5.577118080109358,11.437084884149954,15.168821130879223,15.01969262259081,18.155961231561378,4.189186755567789,1.0904962907079607,65.01464128494263,78.97929227910936,15.58846132364124,43.26173632987775,3,1,0,0,2,2,2,1,4
2,25,1,8,1,0,0,1,1,0,17.911542165093124,7.642569178249687,17.6801694650203,9.086314382730052,9.302220147335902,7.410322237294167,4.892080900026485,53.40888712089509,64.28259579697624,28.261030935682356,27.090659810928628,3,0,0,1,2,2,2,1,5
2,26,1,9,1,0,0,1,1,0,16.190633452497423,8.462199277477339,4.14297788310796,13.881146179046482,17.376158117782325,12.06868383102119,3.3681657165288925,49.34258154593408,44.97773633804172,10.898708701133728,44.1071328567341,3,0,1,0,2,2,2,1,4
2,27,1,10,1,0,0,1,1,0,9.308623289689422,5.44476942694746,6.4258619588799775,12.327816388569772,10.119027690263465,11.156285621691495,1.887069809017703,61.72209394630045,45.15571495285258,26.322760097682476,18.633552732644603,3,0,0,0,3,2,2,1,5
2,28,1,11,1,0,0,1,1,0,16.88143726438284,4.9037248904351145,9.123833484016359,11.435092480387539,15.644053365802392,5.329063928686082,2.451267041033134,59.90577703341842,42.8075953014195,13.671958209015429,28.02781735546887,2,1,0,1,3,2,2,1,5
2,29,1,12,1,0,0,1,1,0,10.975402551703155,8.762898381566629,14.998681277502328,9.867983679287136,22.307780841132626,9.385912989266217,2.7840185025706887,29.082443485967815,111.03860876290128,11.620072172954679,23.854394663358107,2,0,1,1,2,2,2,1,5
2,30,1,13,1,0,0,1,1,0,14.49953326024115,8.758725578896701,15.923752089962363,13.569312583422288,17.844256298150867,17.458200799766928,2.5158965110313147,73.02690607495606,146.06194962747395,23.984686098992825,32.22073461744003,3,0,0,0,3,2,2,1,1
2,31,1,14,1,0,0,1,1,0,8.945877589285374,11.191683118930086,16.798024368006736,7.447330740978941,9.944644478848204,6.657988902647048,2.388859214261174,35.321870376355946,128.1661157659255,20.277752140536904,33.64150621346198,3,1,0,1,1,2,2,1,4
2,32,1,15,1,0,0,1,1,0,9.949448574334383,8.08763329591602,8.38647538376972,17.577795952092856,21.372419798281044,6.764427749440074,1.2565023242495954,21.319760996848345,46.202602963894606,27.510410621762276,25.22240862599574,2,0,0,0,1,2,2,1,4
3,33,0,0,1,1,0,1,1,0,22.183466106653214,5.120206975610927,8.956429120153189,12.235275100916624,14.43090454209596,13.772306418977678,0.1947561725974083,26.954664912773296,112.6850759703666,6.9649589888285846,32.49852517619729,1,0,0,1,1,3,2,3,4
3,34,1,1,1,1,0,1,1,0,14.032254377380013,5.605182507773861,6.074724525678903,11.393942581489682,17.158694215351716,10.311727860942483,3.1679188110865653,34.88603457342833,77.14063191553578,20.82546398974955,43.64576555322856,3,1,0,0,2,3,2,3,2
3,35,1,2,1,1,0,1,1,0,21.896114205010235,6.4320424678735435,6.0489888256415725,7.220188125502318,23.122806885279715,14.329652381129563,0.919109252281487,54.06435947865248,60.28458641376346,24.403305226005614,21.474110815906897,2,0,0,0,3,3,2,3,4
3,36,1,3,1,1,0,1,1,0,13.234842871315777,6.408749274211004,6.956471960991621,15.936469009611756,14.175757667515427,15.104347533546388,1.310341899516061,28.158281203359365,110.86762376828119,10.748559297062457,16.99970297748223,3,0,0,1,3,3,2,3,4
3,37,1,4,1,1,0,1,1,0,14.210372776724398,3.441066151019186,8.932381586171687,18.79158807452768,22.459377051331103,12.845622752327472,1.3987879361957312,74.27155278623104,109.36532125109807,10.188375567086041,15.247438764199615,1,0,0,1,3,3,2,3,2
3,38,1,5,1,1,0,1,1,0,10.719389030709863,4.875714770285413,17.188125636428595,11.546907358570024,22.30372189497575,13.745865707285702,4.626874643145129,61.29257095977664,124.67313398141414,21.700518527068198,29.394093161681667,3,0,0,0,3,3,2,3,2
3,39,1,6,1,1,0,1,1,0,6.0051659401506186,7.163622688036412,4.879495047964156,5.528540727682412,22.93077798676677,12.30563650559634,2.008262713206932,66.5129340114072,116.57825593836606,27.319266675040126,43.00892611267045,3,1,0,1,3,3,2,3,2
3,40,1,7,1,1,0,1,1,0,21.155447587370872,4.503733711084351,4.435549219604582,6.358821133617312,9.952918938593939,16.145107817836106,1.8112396041397005,56.11682952847332,111.78903337568045,26.32868157234043,18.513064791914076,2,1,1,0,2,3,2,3,5
3,41,1,8,1,1,0,1,1,0,5.893294927664101,8.091315149562433,11.901567955035716,16.487552205799147,21.417873913189396,15.745772877708077,2.832955130143091,50.27065039612353,98.25614852132276,12.7571260323748,16.515355778392404,1,0,1,0,1,3,2,3,2
3,42,1,9,1,1,0,1,1,0,16.83801264502108,10.604567483067513,16.53198202745989,18.631160033401102,15.391610242426395,5.541825393680483,0.8617378363851458,70.77323596924543,95.78994541661814,11.46699391771108,48.072123534511775,3,1,1,1,2,3,2,3,4
3,43,1,10,1,1,0,1,1,0,13.122922559268773,10.740657173562795,15.420220882166177,18.32927429000847,8.823326334590092,5.43579730251804,4.691028873203322,43.26739517040551,63.89131331583485,12.693183259107172,15.818384942831472,2,1,1,0,3,3,2,3,4
3,44,1,11,1,1,0,1,1,0,15.4915387975052,4.659312137402594,14.430112435948104,14.33479206985794,23.475386454956606,6.878726040944457,3.0434429238084704,46.95126473437995,117.5653451634571,25.156234954483807,25.415654045064002,2,0,0,0,3,3,2,3,5
3,45,1,12,1,1,0,1,1,0,13.307662638835609,5.560893472284079,10.248295933473855,16.44640130456537,19.19646813441068,8.123256735969335,2.732919395202771,69.46436915546656,124.30862485896796,13.15403594635427,43.446382937254384,3,1,0,1,3,3,2,3,4
3,46,1,13,1,1,0,1,1,0,20.495559298433363,4.50119341397658,15.637252581771463,7.228869936661795,12.221837094752118,5.445051200222224,3.6443391360808164,43.77258014399558,107.15082598151639,23.19539255462587,31.231449582846835,3,1,1,0,3,3,2,3,2
3,47,1,14,1,1,0,1,1,0,20.147591470740736,3.968398183118552,12.375866242684424,19.070050882874057,13.97535613598302,16.24723102664575,3.519967116881162,77.09500178694725,92.59098601061851,20.66480784676969,23.317216432187706,2,1,0,1,3,3,2,3,4
3,48,1,15,1,1,0,1,1,0,11.81987531017512,8.689200634136796,15.082599888555706,8.861192053882405,22.382602024590597,17.307832763995975,4.121221132809296,29.633274180814624,112.17174780322239,12.669427716173232,42.645993151236326,2,1,1,0,2,3,2,3,2
4,49,0,0,1,0,1,1,1,1,10.647054938599467,14.891663514776155,6.826391244539991,18.175280574709177,26.30971885751933,6.533808907261118,1.4976381566375494,34.521443895064294,116.56520552700385,19.69510401133448,10.893958967644721,2,0,1,0,3,1,1,2,6
4,50,1,1,1,0,1,1,1,1,16.497659380547702,3.6715161139145494,17.924460271839052,12.97710529412143,24.05466366908513,6.554477339610457,2.5035601889248937,40.39037506561726,108.7311309762299,18.615558734163642,25.658996058627963,3,1,0,1,2,1,1,2,5
4,51,1,2,1,0,1,1,1,1,24.463749094866216,6.572581769200042,8.354299435857683,16.189483769703656,18.3867827472277,10.707548229955137,1.1163628043141216,39.031926835887134,107.50772619619966,16.333752437494695,21.856650918489322,2,0,1,0,3,1,1,2,5
4,52,1,3,1,0,1,1,1,1,23.538818773813546,3.0879667431581765,9.384497052058578,13.431926848134026,18.1533110558521,10.207274858374149,2.476716119563207,21.013620840385556,87.40572145208716,23.505836534313858,48.21304196608253,3,1,1,1,1,1,1,2,6
4,53,1,4,1,0,1,1,1,1,9.484543297439814,10.148699310142547,4.346113575622439,13.437318137148395,15.769447868224233,13.144708300940692,1.110897766193375,68.12972445506603,134.46840033633634,16.039467034861445,30.99913395708427,2,1,0,1,3,1,1,2,3
4,54,1,5,1,0,1,1,1,1,9.248875314369798,6.917225496377796,12.510445955675095,7.446408375399187,21.6001150989905,5.9134977692738175,0.07100594229996204,56.64685083553195,54.48784282198176,19.33701798785478,45.454328041523695,2,0,0,0,1,1,1,2,4
4,55,1,6,1,0,1,1,1,1,21.058864551596344,7.79600582504645,5.869018475525081,14.686908543808386,21.785808518296108,9.250682197976857,1.2899371236562729,62.08564233034849,111.2011672067456,12.18552207108587,46.11266907071695,2,0,1,0,1,1,1,2,3
4,56,1,7,1,0,1,1,1,1,16.224279273301363,11.186964702559635,14.668309320695698,7.737916837213561,24.270886878715828,4.7809355654753745,0.6509036174975336,46.131108975969255,143.8532158662565,23.10076187364757,25.199824278242886,2,0,1,1,1,1,1,2,6
4,57,1,8,1,0,1,1,1,1,18.487196122296154,3.825809904607013,14.214973293244839,8.788313557161018,22.373475876171142,16.991368138231337,0.593657644931227,73.03398618474603,99.57137826131657,21.922787595540285,41.18419589707628,1,1,1,1,2,1,1,2,3
4,58,1,9,1,0,1,1,1,1,20.205860324203968,10.829534034244716,7.979460157919675,7.573475862154737,19.342550080502406,16.0765500520356,2.930126083083451,22.191111855208874,112.36992052290589,16.430611005052924,17.4751917028334,2,1,1,0,1,1,1,2,5
4,59,1,10,1,0,1,1,1,1,19.65595133602619,6.872104043606669,4.271504305303097,15.470714143011719,11.151559375226498,9.82957117492333,0.826054010540247,20.897571993991733,111.28260386176407,18.85163808707148,44.81593344826251,3,0,1,0,2,1,1,2,3
4,60,1,11,1,0,1,1,1,1,5.728545878082514,9.686023965245113,14.812967516481876,13.663570014759898,11.367977981455624,12.64832406770438,0.6895249953959137,49.42234834656119,134.66594383586198,15.97932180389762,43.91048207064159,3,1,1,0,3,1,1,2,3
4,61,1,12,1,0,1,1,1,1,22.448209417052567,10.877487281570211,4.993015223648399,18.725437766406685,8.95299918577075,16.255868300329894,2.457961073378101,62.2835254855454,91.19795781327412,19.880447373725474,17.281956665683538,3,1,1,0,3,1,1,2,1
4,62,1,13,1,0,1,1,1,1,9.405848626047373,8.604938384145498,12.550511160865426,16.399191174423322,9.218063529813662,5.1396454982459545,3.6871542455628514,46.80519849061966,98.00518349278718,22.169863167218864,21.875593584263697,3,1,0,0,2,1,1,2,6
4,63,1,14,1,0,1,1,1,1,7.784715825691819,5.589398761745542,8.031650097575039,5.7454642944503576,21.805512689519674,4.937694938387722,4.651723933639005,24.213358145207167,63.799275141209364,12.436814554966986,42.274068160913885,2,0,0,1,1,1,1,2,6
4,64,1,15,1,0,1,1,1,1,5.37056262139231,7.00829789810814,5.304289783351123,14.782231622375548,22.320859739324078,8.272261343896389,0.02952079172246158,50.408402937464416,124.03802348999307,20.841848482377827,49.21478122822009,1,0,1,1,1,1,1,2,1
5,65,0,0,1,1,0,1,1,0,17.548832362517715,6.0891865361481905,9.631945147411898,19.140674095600843,30.28220690554008,18.463544262340292,0.06596571579575539,26.41672309488058,108.43099719146267,7.516952229198068,18.89163038227707,2,0,0,1,3,3,2,1,1
5,66,1,1,1,1,0,1,1,0,6.605888404883444,10.743040425237268,8.60830359486863,7.824492072686553,15.922654368681833,8.39352654805407,0.9796631871722639,67.8555013006553,117.39264144096524,18.18559844046831,38.94784176722169,1,1,0,1,3,3,2,1,5
5,67,1,2,1,1,0,1,1,0,9.576124264858663,3.1346595177892596,17.20157765597105,15.700068271253258,9.813540371134877,14.900304581969976,4.941748711280525,23.89107043389231,91.97932708309963,21.463450151495636,32.65991631546058,2,1,0,0,3,3,2,1,1
5,68,1,3,1,1,0,1,1,0,22.869719741865993,7.926797134336084,14.756023332942277,12.640119472052902,18.7449479973875,4.493178697768599,0.22297994466498494,34.90335796959698,86.81479103630409,25.39061709307134,49.36754129710607,1,1,0,1,2,3,2,1,5
5,69,1,4,1,1,0,1,1,0,13.576954617165029,4.9766336681786925,4.9067300371825695,11.283742948435247,18.018666381249204,9.929444085806608,2.423451179638505,33.490992016159,145.0674156891182,10.11008430738002,32.14514150633477,3,1,1,0,1,3,2,1,4
5,70,1,5,1,1,0,1,1,0,23.109735352918506,4.637730733724311,6.6199269481003284,9.238362906035036,8.953516721958295,17.06467220094055,2.008889992721379,25.24579877499491,138.23241463163868,12.048911494202912,45.88285980629735,3,1,0,1,2,3,2,1,5
5,71,1,6,1,1,0,1,1,0,17.2515039332211,7.081950817024335,10.897803671192378,14.891214196104556,18.79385088640265,10.825686765369028,2.663894899887964,63.657850828021765,65.51522402558476,26.790309115312994,30.862856169696897,1,1,1,1,3,3,2,1,5
5,72,1,7,1,1,0,1,1,0,20.56366829201579,7.668803803855553,15.685890588443726,12.348799672909081,12.623175655957311,6.826367151457816,4.874418185791001,61.02095616981387,71.74435388995335,28.980466914363205,16.912095533916727,3,1,0,1,1,3,2,1,5
5,73,1,8,1,1,0,1,1,0,5.8418309316039085,11.079123477917165,12.4603985180147,9.568645115941763,17.92676812247373,10.304123188834637,4.1745472815819085,35.45800338033587,132.99979784991592,20.32933113630861,15.065949466079473,3,0,1,1,3,3,2,1,4
5,74,1,9,1,1,0,1,1,0,21.293375147506595,7.609177714912221,4.685238773934543,16.524092972977087,10.924359421478584,17.432038192637265,2.3673718294594437,62.02782337553799,119.22473084880039,25.97735468763858,47.563076325459406,1,1,0,1,2,3,2,1,1
5,75,1,10,1,1,0,1,1,0,6.948103848844767,4.483951082685962,17.43311405926943,18.174835048848763,24.711917840875685,16.673309514764696,0.4829710000194609,21.880125966854393,101.1953106126748,27.280647549778223,30.431216462748125,1,0,1,0,3,3,2,1,2
5,76,1,11,1,1,0,1,1,0,17.127406671643257,4.135664716595784,8.432228315621614,18.837141413241625,8.688544036122039,16.16042745159939,2.5917001685593277,43.18717243615538,65.57810004334897,20.17090519890189,38.55372493737377,1,1,0,0,2,3,2,1,2
5,77,1,12,1,1,0,1,1,0,12.195667079649866,8.902478124713525,14.881490723695606,18.023176392307505,13.972845507785678,14.126409746706486,4.837198265595362,49.39785786438733,89.65604836121202,13.504186472855508,20.6790836493019,3,0,0,0,3,3,2,1,5
5,78,1,13,1,1,0,1,1,0,7.420120476745069,4.285253602545708,6.903566875029355,5.415038436185569,10.905117222340778,15.398735141847283,3.969429574208334,40.94552888069302,129.54606784740463,20.808067717589438,18.479636285919696,3,1,1,0,3,3,2,1,5
5,79,1,14,1,1,0,1,1,0,19.27973471581936,11.205364254070446,12.219970576930791,15.682146644685417,24.63710654876195,10.158906129654497,2.8345719387289137,25.96716874744743,142.66851926688105,27.69168413709849,42.256755048874766,2,1,1,0,3,3,2,1,4
5,80,1,15,1,1,0,1,1,0,20.742335016839206,4.6847189830150455,15.374967296142131,12.109925529221073,8.591145501239225,9.588687061797827,2.518106115749106,79.56806521862745,41.328918505460024,18.32819693721831,45.75996037572622,3,0,0,1,1,3,2,1,4
6,81,0,0,1,0,1,1,1,1,7.046695784665644,5.245837877038866,18.30978960962966,7.125956561416388,25.92270948458463,14.151300261728466,0.21524408226832747,55.05244146566838,90.3200537385419,10.938342662993819,36.17497644154355,1,0,0,1,2,3,1,1,1
6,82,1,1,1,0,1,1,1,1,21.698720124550164,10.591583131346852,12.715223621111363,11.725418810965493,10.334396119927987,9.446907532401383,4.517014231532812,37.21820758655667,114.71470380667597,18.68695861659944,17.822656909702346,2,1,0,1,2,3,1,1,6
6,83,1,2,1,0,1,1,1,1,17.792803277261555,4.60553975799121,9.9271832103841,13.052738157566637,11.250874424353242,4.141275281086564,4.28603938780725,63.119534007273614,51.24198861187324,15.030243075452745,48.892360435565934,3,0,1,1,1,3,1,1,6
6,84,1,3,1,0,1,1,1,1,9.008399350568652,3.2901157485321164,15.845732745714486,10.228977765655145,10.017238122876734,17.938585261348635,1.2143378949258476,69.24135528039187,142.4165404890664,15.926089910790324,44.49749059276655,2,0,0,1,1,3,1,1,4
6,85,1,4,1,0,1,1,1,1,19.9130091490224,7.262403400149196,5.5927081243135035,11.152749800821766,13.653613985748962,10.64497233973816,3.233339802827686,27.635109978727996,80.35157849313691,14.237677487544715,48.79669588175602,2,1,1,0,3,3,1,1,4
6,86,1,5,1,0,1,1,1,1,13.779841447249055,5.93488163058646,13.65085954964161,8.942385440459475,15.9761885877233,10.795643465593457,1.56909508863464,29.922072808258235,93.64188437815756,22.606776831671596,32.80967333703302,3,1,0,0,3,3,1,1,3
6,87,1,6,1,0,1,1,1,1,9.086603298783302,7.534040427999571,16.983226406387985,8.55520808021538,16.487829886376858,13.434081279672682,4.436358517268673,67.36335260327905,147.59000161197037,19.04376806691289,31.672235548030585,3,0,0,0,1,3,1,1,5
6,88,1,7,1,0,1,1,1,1,5.372809190303087,9.754482708871365,9.56990358652547,6.747139592189342,14.496199345448986,14.247329749632627,1.8370510579552501,72.6302927872166,91.3263098639436,28.261406593956053,37.49855546629988,2,0,1,1,2,3,1,1,1
6,89,1,8,1,0,1,1,1,1,24.12378274835646,10.049191097030416,11.624991849530488,9.939999196212739,9.641109475167468,4.532861568033695,2.9337066039443016,28.035485721193254,46.624931753613055,15.330647183582187,21.162173316115513,1,1,1,0,2,3,1,1,3
6,90,1,9,1,0,1,1,1,1,15.41968538891524,10.449005372123793,11.451070448383689,12.457639020867646,10.47965833521448,7.882036822382361,0.5765642889309675,60.65952233038843,105.60933058848605,26.007821802049875,16.586757666664198,1,0,1,0,2,3,1,1,1
6,91,1,10,1,0,1,1,1,1,13.669892442412674,11.011674952693284,5.112342826090753,18.917314372956753,24.91549022309482,11.112330662086606,4.7087174747139215,34.12214847281575,140.76773130102083,20.040492140688002,37.77892772923224,3,0,0,0,3,3,1,1,3
6,92,1,11,1,0,1,1,1,1,20.311417379416525,6.024319632444531,17.0877040582709,8.87266204925254,13.285880888579413,13.278410567436367,4.506754765752703,66.15411152597517,74.90954511333257,15.7446683710441,31.949163515819237,2,1,1,0,3,3,1,1,5
6,93,1,12,1,0,1,1,1,1,20.364651889540255,8.693995327921584,7.3097616652958095,14.418146597454324,14.691725714830682,5.068057160824537,3.1038695108145475,61.17427125107497,98.98607584182173,25.121884159743786,29.161369699286297,3,1,1,0,1,3,1,1,6
6,94,1,13,1,0,1,1,1,1,19.219087748788297,7.938032046658918,8.449456938076764,19.961538764182478,16.47895311145112,17.956395489629358,0.7194283162243664,20.962102646008134,50.217870748601854,19.70742963720113,39.83968851272948,3,0,1,1,2,3,1,1,5
6,95,1,14,1,0,1,1,1,1,5.286614880897105,4.215372435282916,4.68453322397545,9.318457749905065,12.541791064897552,8.092830452602357,3.61722678411752,47.32082176953554,44.73507159622386,28.965836465358734,15.188913143938407,3,1,0,0,2,3,1,1,5
6,96,1,15,1,0,1,1,1,1,16.101693864911795,11.182059107813984,10.975713951513171,15.073156309081241,14.548823893303052,6.293448256328702,2.0168013707734644,74.91015994455665,65.87807340314612,29.786628680303693,46.61063586361706,2,0,0,1,2,3,1,1,5
7,97,0,0,1,1,1,1,1,1,14.511406049132347,10.664839309640229,7.269655704731122,14.92606571316719,21.160248931264505,6.0282672138419,0.17341847671195865,37.596362120239064,41.13082312513143,19.453470063162968,12.468121210113168,1,0,0,1,2,2,1,2,5
7,98,1,1,1,1,1,1,1,1,5.845814123749733,8.448658562265337,15.666459998581558,5.264403999317437,18.08855032734573,14.821726820897311,3.077723375754431,38.306271196343005,102.62704732362181,19.86667334102094,41.08300488675013,1,1,1,1,3,2,1,2,3
7,99,1,2,1,1,1,1,1,1,23.878261987119913,3.0484582758508623,6.9947617701254785,7.526274592382833,18.193287816131487,16.564135721884668,2.8283304383512586,75.59722998179495,65.53552177967504,28.815392516553402,47.495031194994226,1,0,1,1,1,2,1,2,2
7,100,1,3,1,1,1,1,1,1,20.269232508726418,3.5405414002016187,17.38196497131139,9.703610667493194,24.273804888594896,6.573394951876253,2.047631109599024,71.33176595903933,47.82347690779716,28.999115866608918,23.93418731749989,1,0,1,1,2,2,1,2,5
7,101,1,4,1,1,1,1,1,1,11.383572025224566,4.789452520664781,9.852406127844006,17.65172831248492,8.750115912407637,12.36815819144249,3.707367607858032,67.10475303698331,83.24337437748909,18.836296210065484,25.061658073682338,2,1,1,1,3,2,1,2,1
7,102,1,5,1,1,1,1,1,1,20.25394033640623,10.046722002094612,7.698405859991908,5.846857903525233,11.250224777963012,8.414680500514805,4.7961956658400595,69.27345880772918,43.53505097096786,16.47220506798476,43.96638917387463,3,1,0,1,2,2,1,2,2
7,103,1,6,1,1,1,1,1,1,8.94729655701667,8.86998346215114,6.580384466797113,6.328264535404742,9.035437349462882,6.681088742800057,1.8031132849864662,20.84767136722803,134.18535391567275,23.98284216877073,36.49791188770905,2,1,1,1,3,2,1,2,1
7,104,1,7,1,1,1,1,1,1,19.030907065607607,3.2532572555355728,15.411795556079596,17.59784623980522,15.831716476706788,13.178149457555264,1.392518780194223,71.23337700031698,132.92034582002088,27.75647399481386,35.3404593328014,1,0,0,1,2,2,1,2,2
7,105,1,8,1,1,1,1,1,1,19.359343200922012,7.804594977060333,13.337911307346076,15.204480880638584,18.115194885525852,5.514704693574458,1.0050998954102397,75.017607267946,106.12027154536918,21.997118103317916,42.7314192103222,1,0,1,0,1,2,1,2,6
7,106,1,9,1,1,1,1,1,1,12.830603262409568,3.7310013617388904,13.278631058521569,16.377076815115288,19.838097378378734,13.985068859066814,4.189844835782424,40.927346772514284,80.57426844025031,18.3291434077546,40.968521418981254,3,1,0,0,1,2,1,2,5
7,107,1,10,1,1,1,1,1,1,13.30540425144136,3.185624508652836,17.72064480977133,15.601758228149265,18.961912911385298,16.986484868451953,0.22383172065019608,67.39988558925688,103.24675400974229,23.991751885041595,29.151542814215645,1,1,0,1,2,2,1,2,6
